320,16,1947,9.67,DeepPink,Maple,Rosewood,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
985,70,1983,11.12,Fuchsia,Japanese Ash,Maple,Ebony,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
940,35,1957,5.15,DarkGray,Alder,Mahogany,Ebony,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
372,31,1995,8.51,MediumOrchid,Korina,Mahogany,Ebony,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
638,33,1948,10.49,Indigo,Mahogany,Rosewood,Rosewood,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
437,83,1991,10.74,SaddleBrown,Alder,Maple,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
591,11,1977,10.24,PaleGreen,Japanese Ash,Koa,Rosewood,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
23,86,1993,10.63,PaleVioletRed,Maple,Wenge,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
248,102,1975,7.4,Tomato,Maple,Maple,Maple,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
83,115,1983,12.29,Magenta,Mahogany,Rosewood,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,False
146,49,1950,6.24,MediumSlateBlue,Walnut,Koa,Rosewood,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
184,65,1953,9.77,FloralWhite,Korina,Wenge,Maple,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
316,122,1977,11.09,Peru,Japanese Ash,Mahogany,Maple,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
290,88,1955,10.77,SteelBlue,Basswood,Wenge,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
551,49,1962,11.31,DarkGray,Maple,Mahogany,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,True
708,28,1971,5.03,Khaki,Basswood,Rosewood,Ebony,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
402,109,1988,9.24,Salmon,Alder,Rosewood,Rosewood,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
328,114,1973,6.58,Plum,Swamp Ash,Mahogany,Maple,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
211,116,1962,6.69,Aquamarine,Maple,Rosewood,Maple,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
515,74,1997,11.18,LightCyan,Walnut,Wenge,Rosewood,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
567,46,1996,11.91,Azure,Basswood,Mahogany,Ebony,walnut,Fender Vintage,Fender Vintage,Fender Vintage,False
668,5,1959,12.47,RoyalBlue,Maple,Maple,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
413,96,1998,11.61,Aquamarine,Alder,Koa,Ebony,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
165,43,1952,7.05,Beige,Swamp Ash,Maple,Ebony,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
811,1,1953,11.95,LightSeaGreen,Basswood,Wenge,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
565,54,1979,9.98,Linen,Alder,Rosewood,Ebony,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
81,25,1963,10.42,Azure,Mahogany,Koa,Maple,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,True
963,24,1966,8.42,BlanchedAlmond,Maple,Mahogany,Maple,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
55,15,1979,12.05,DarkKhaki,Basswood,Wenge,Ebony,maple,Fender Vintage,Fender Vintage,Fender Vintage,False
520,105,1995,10.85,Sienna,Maple,Mahogany,Rosewood,walnut,Fender Vintage,Fender Vintage,Fender Vintage,True
825,102,1982,6.62,OldLace,Alder,Maple,Rosewood,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
858,21,1985,9.91,DarkOliveGreen,Basswood,Koa,Rosewood,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
934,97,1971,6.64,Teal,Swamp Ash,Wenge,Maple,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
911,3,1946,8.5,Black,Swamp Ash,Maple,Ebony,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
70,117,1981,6.37,MediumSlateBlue,Walnut,Wenge,Ebony,maple,Burstbucker,Burstbucker,Burstbucker,False
484,83,1988,7.2,Aquamarine,Mahogany,Rosewood,Maple,walnut,Burstbucker,Burstbucker,Burstbucker,False
620,15,1962,5.44,Linen,Basswood,Wenge,Rosewood,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
569,22,1995,5,LightCoral,Maple,Maple,Rosewood,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
723,82,1962,6.94,SeaGreen,Alder,Mahogany,Rosewood,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
666,80,1959,6.12,Cornsilk,Swamp Ash,Koa,Rosewood,walnut,490R & 490T,490R & 490T,490R & 490T,True
808,100,1997,6.4,DarkSalmon,Japanese Ash,Wenge,Ebony,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
48,117,1984,8.7,Cyan,Japanese Ash,Rosewood,Rosewood,maple,Burstbucker,Burstbucker,Burstbucker,False
113,102,1977,5.32,DarkSeaGreen,Walnut,Maple,Rosewood,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
890,12,1969,11.69,BlueViolet,Korina,Maple,Ebony,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
961,76,1957,5.19,OliveDrab,Korina,Koa,Maple,walnut,Fender Vintage,Fender Vintage,Fender Vintage,True
221,70,1977,11.99,Coral,Walnut,Wenge,Rosewood,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
449,49,1948,8.2,OliveDrab,Korina,Rosewood,Maple,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
105,14,1983,7.42,AliceBlue,Korina,Rosewood,Ebony,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
398,89,1995,8.16,PeachPuff,Maple,Mahogany,Maple,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
703,49,1952,11.58,Lavender,Mahogany,Maple,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
561,27,1966,6.66,Teal,Maple,Koa,Maple,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
107,74,1968,11.28,DeepSkyBlue,Japanese Ash,Mahogany,Ebony,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
979,15,1994,10.02,Maroon,Mahogany,Mahogany,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
544,16,1994,6.89,Salmon,Basswood,Mahogany,Ebony,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
815,68,1978,10.87,Purple,Alder,Koa,Maple,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
932,11,1997,6.66,DarkSlateBlue,Walnut,Rosewood,Ebony,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
237,12,1976,8.89,LimeGreen,Alder,Rosewood,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
731,8,1965,5.27,Plum,Alder,Maple,Ebony,walnut,490R & 490T,490R & 490T,490R & 490T,False
196,66,1967,8.14,ForestGreen,Alder,Wenge,Maple,walnut,'57 Classic,'57 Classic,'57 Classic,False
871,45,1963,5.64,MediumSeaGreen,Maple,Mahogany,Ebony,maple,Burstbucker,Burstbucker,Burstbucker,True
949,91,1977,5.35,CadetBlue,Japanese Ash,Mahogany,Rosewood,maple,'57 Classic,'57 Classic,'57 Classic,True
694,25,1990,8.62,Blue,Alder,Mahogany,Ebony,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
870,17,1961,11.91,Snow,Walnut,Maple,Ebony,walnut,'57 Classic,'57 Classic,'57 Classic,False
774,88,1981,5.93,BlueViolet,Basswood,Koa,Rosewood,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
537,29,1977,8.5,Lime,Japanese Ash,Maple,Rosewood,walnut,Fender Vintage,Fender Vintage,Fender Vintage,False
47,46,1981,6.34,SlateBlue,Basswood,Mahogany,Maple,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,False
324,114,1961,12.41,SandyBrown,Korina,Rosewood,Maple,maple,496 & 500T,496 & 500T,496 & 500T,False
919,81,1969,11.72,LightGreen,Swamp Ash,Rosewood,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,False
989,38,1997,12.32,Beige,Maple,Koa,Maple,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
968,67,1981,11.76,Black,Mahogany,Wenge,Rosewood,walnut,490R & 490T,490R & 490T,490R & 490T,False
253,59,1948,6.35,DarkGray,Japanese Ash,Wenge,Maple,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
401,78,1986,5.5,Bisque,Mahogany,Mahogany,Maple,maple,'57 Classic,'57 Classic,'57 Classic,False
226,27,1952,8.13,FireBrick,Korina,Mahogany,Maple,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
28,123,1949,5.52,GhostWhite,Japanese Ash,Koa,Ebony,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
177,68,1976,9.93,Gray,Alder,Wenge,Maple,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
531,81,1945,6.59,OliveDrab,Alder,Wenge,Maple,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
619,63,1985,9.76,HotPink,Basswood,Mahogany,Rosewood,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
493,114,1966,12.45,PeachPuff,Basswood,Rosewood,Ebony,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
589,105,1974,10.25,DarkBlue,Japanese Ash,Wenge,Maple,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
322,31,1986,8.05,Khaki,Korina,Mahogany,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,False
116,21,1970,9.63,MediumSpringGreen,Basswood,Mahogany,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,True
301,47,1977,10.33,NavajoWhite,Swamp Ash,Rosewood,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
980,46,1986,9.94,MidnightBlue,Mahogany,Wenge,Rosewood,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
341,119,1997,9.05,LightPink,Japanese Ash,Rosewood,Maple,walnut,'57 Classic,'57 Classic,'57 Classic,False
771,18,1947,8.1,DarkGreen,Korina,Wenge,Rosewood,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
93,125,1992,7.23,Bisque,Swamp Ash,Koa,Maple,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
12,72,1949,8.86,Orchid,Walnut,Rosewood,Rosewood,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
288,119,1972,5.08,Orange,Walnut,Koa,Rosewood,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
983,21,1963,12.34,YellowGreen,Basswood,Mahogany,Ebony,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
787,110,1962,6.61,SlateBlue,Basswood,Maple,Ebony,walnut,496 & 500T,496 & 500T,496 & 500T,False
282,108,1974,10.47,DarkOrchid,Walnut,Maple,Ebony,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
339,12,1977,10.26,Aquamarine,Walnut,Koa,Ebony,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
390,20,1986,10.17,Yellow,Basswood,Wenge,Ebony,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
962,42,1957,11.03,LightSalmon,Maple,Maple,Rosewood,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
9,118,1986,9.79,Peru,Maple,Rosewood,Rosewood,walnut,490R & 490T,490R & 490T,490R & 490T,True
616,14,1996,12.33,Chartreuse,Walnut,Wenge,Rosewood,walnut,Fender Vintage,Fender Vintage,Fender Vintage,True
247,44,1952,5,LimeGreen,Basswood,Rosewood,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
676,122,1990,8.98,Purple,Basswood,Rosewood,Ebony,walnut,490R & 490T,490R & 490T,490R & 490T,False
142,2,1979,12.31,CadetBlue,Maple,Mahogany,Rosewood,maple,Burstbucker,Burstbucker,Burstbucker,False
953,32,1994,10.97,DarkOrchid,Japanese Ash,Wenge,Maple,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
749,45,1971,8.84,SlateBlue,Japanese Ash,Koa,Ebony,walnut,'57 Classic,'57 Classic,'57 Classic,True
181,91,1948,9.79,MediumOrchid,Maple,Maple,Maple,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
736,95,1983,9.87,MidnightBlue,Mahogany,Mahogany,Maple,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
729,48,1999,7.38,MediumVioletRed,Japanese Ash,Koa,Maple,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
496,60,1992,7.75,Tomato,Mahogany,Rosewood,Maple,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
605,89,1978,5.37,Olive,Korina,Wenge,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
426,16,1979,5.42,Chartreuse,Swamp Ash,Maple,Rosewood,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
261,3,1975,6.8,HotPink,Swamp Ash,Maple,Ebony,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
106,92,1985,6.65,Cyan,Swamp Ash,Maple,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
504,15,1950,7,Plum,Maple,Wenge,Ebony,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
104,124,1980,10.97,DarkGoldenRod,Mahogany,Wenge,Ebony,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
641,52,1954,9.79,Sienna,Walnut,Rosewood,Rosewood,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
780,61,1971,9.19,DarkSalmon,Korina,Wenge,Rosewood,maple,Fender Vintage,Fender Vintage,Fender Vintage,False
348,53,1958,5.13,DarkTurquoise,Basswood,Rosewood,Maple,walnut,496 & 500T,496 & 500T,496 & 500T,True
433,23,1959,11.25,MediumSlateBlue,Basswood,Maple,Maple,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
97,41,1945,8.87,DarkGray,Mahogany,Maple,Ebony,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
86,20,1997,5.21,Cornsilk,Walnut,Koa,Ebony,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
643,19,1963,8.19,DarkSlateGray,Basswood,Rosewood,Rosewood,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
347,16,1965,12.1,SlateGray,Japanese Ash,Koa,Rosewood,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
854,79,1968,8.72,LightSlateGray,Maple,Koa,Rosewood,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
186,45,1989,7.61,DarkGoldenRod,Maple,Mahogany,Ebony,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
629,15,1986,10.61,LightBlue,Walnut,Koa,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,True
660,114,1998,7.15,PeachPuff,Swamp Ash,Rosewood,Rosewood,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
756,26,1992,11.9,PaleVioletRed,Swamp Ash,Koa,Ebony,maple,Burstbucker,Burstbucker,Burstbucker,False
317,99,1987,6.6,Wheat,Swamp Ash,Mahogany,Maple,walnut,496 & 500T,496 & 500T,496 & 500T,False
397,4,1962,10.33,DarkSalmon,Walnut,Koa,Maple,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
410,103,1983,12.47,Cornsilk,Korina,Wenge,Maple,maple,Burstbucker,Burstbucker,Burstbucker,True
152,51,1947,5.09,MidnightBlue,Mahogany,Mahogany,Rosewood,walnut,496 & 500T,496 & 500T,496 & 500T,True
988,92,1956,11.49,SaddleBrown,Maple,Rosewood,Maple,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
744,7,1948,6.53,LightBlue,Basswood,Wenge,Maple,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
556,41,1990,11.18,Silver,Maple,Koa,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
440,2,1955,7.6,HotPink,Alder,Mahogany,Maple,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
525,116,1959,9.78,BurlyWood,Maple,Mahogany,Ebony,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,True
27,48,1993,11.99,Silver,Maple,Mahogany,Rosewood,walnut,'57 Classic,'57 Classic,'57 Classic,True
827,62,1977,5.13,GreenYellow,Mahogany,Maple,Maple,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
750,117,1981,8.1,Green,Swamp Ash,Rosewood,Ebony,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
882,33,1983,8.4,LightSlateGray,Swamp Ash,Maple,Rosewood,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
200,5,1950,9.04,DimGray,Swamp Ash,Mahogany,Rosewood,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
135,37,1992,10.34,SteelBlue,Korina,Maple,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
145,17,1996,9.68,MediumBlue,Japanese Ash,Koa,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
599,107,1952,7.91,Salmon,Maple,Rosewood,Maple,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
99,106,1967,5.93,MediumSpringGreen,Maple,Koa,Rosewood,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
578,113,1958,6.63,LightYellow,Japanese Ash,Koa,Ebony,maple,496 & 500T,496 & 500T,496 & 500T,True
778,78,1959,5.66,Linen,Alder,Koa,Maple,walnut,Burstbucker,Burstbucker,Burstbucker,True
210,47,1955,7.49,MidnightBlue,Alder,Maple,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
664,34,1987,8.41,HotPink,Japanese Ash,Rosewood,Maple,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
945,30,1957,8.29,SteelBlue,Alder,Maple,Ebony,maple,496 & 500T,496 & 500T,496 & 500T,False
758,73,1977,8.76,AliceBlue,Alder,Mahogany,Ebony,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
977,96,1952,7.82,DarkOrchid,Mahogany,Maple,Maple,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
182,35,1964,10.97,ForestGreen,Korina,Maple,Maple,maple,490R & 490T,490R & 490T,490R & 490T,True
370,71,1995,9.22,Orange,Alder,Wenge,Ebony,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
406,72,1962,12.27,LawnGreen,Maple,Rosewood,Ebony,walnut,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,False
823,23,1999,11.3,DeepPink,Swamp Ash,Rosewood,Maple,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
571,93,1963,6.51,Gainsboro,Swamp Ash,Rosewood,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,True
300,76,1981,11.68,Teal,Korina,Wenge,Rosewood,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
194,99,1972,7.74,Maroon,Korina,Wenge,Rosewood,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
330,66,1955,11.35,GhostWhite,Korina,Koa,Maple,walnut,496 & 500T,496 & 500T,496 & 500T,True
647,26,1974,7.23,DarkGreen,Swamp Ash,Koa,Ebony,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
522,55,1991,6.04,LightBlue,Alder,Mahogany,Maple,maple,Fender Vintage,Fender Vintage,Fender Vintage,False
577,32,1987,6.36,LemonChiffon,Basswood,Maple,Ebony,walnut,'57 Classic,'57 Classic,'57 Classic,False
678,42,1949,11.24,Peru,Basswood,Mahogany,Ebony,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
168,23,1988,5.76,RosyBrown,Walnut,Koa,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
138,90,1983,12.33,Lavender,Basswood,Maple,Ebony,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
143,94,1979,8.83,LightBlue,Swamp Ash,Rosewood,Rosewood,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
489,25,1968,7.81,SpringGreen,Basswood,Maple,Rosewood,maple,'57 Classic,'57 Classic,'57 Classic,True
452,37,1946,12.12,AliceBlue,Swamp Ash,Wenge,Ebony,walnut,'57 Classic,'57 Classic,'57 Classic,True
644,82,1993,8.29,SeaGreen,Swamp Ash,Maple,Maple,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
733,44,1989,11.84,Snow,Maple,Koa,Ebony,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
872,53,1975,5.74,Azure,Korina,Koa,Rosewood,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
549,93,1966,7.61,Linen,Alder,Rosewood,Rosewood,walnut,Fender Vintage,Fender Vintage,Fender Vintage,True
319,48,1972,11.78,MistyRose,Alder,Mahogany,Maple,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
411,121,1970,9.8,Violet,Maple,Maple,Rosewood,maple,496 & 500T,496 & 500T,496 & 500T,False
481,107,1972,6.19,DodgerBlue,Korina,Mahogany,Ebony,maple,Burstbucker,Burstbucker,Burstbucker,False
197,46,1983,8.63,LightCoral,Japanese Ash,Rosewood,Rosewood,walnut,490R & 490T,490R & 490T,490R & 490T,True
523,95,1954,6.42,CornflowerBlue,Alder,Koa,Rosewood,maple,490R & 490T,490R & 490T,490R & 490T,False
20,57,1974,9.04,GreenYellow,Maple,Wenge,Maple,maple,Burstbucker,Burstbucker,Burstbucker,True
37,111,1957,8.19,Ivory,Mahogany,Koa,Maple,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
276,24,1945,7.9,Turquoise,Korina,Wenge,Ebony,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
60,115,1994,9.22,DarkSalmon,Japanese Ash,Wenge,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
739,103,1945,11.51,DarkOrange,Walnut,Rosewood,Maple,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
846,21,1981,10.67,Navy,Mahogany,Mahogany,Ebony,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
690,28,1995,10.85,WhiteSmoke,Alder,Koa,Maple,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
148,83,1968,11.88,Gainsboro,Korina,Mahogany,Ebony,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
632,63,1977,6.16,Snow,Mahogany,Koa,Rosewood,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
929,32,1947,10.34,SkyBlue,Mahogany,Koa,Ebony,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,False
224,89,1945,8.78,LightSlateGray,Alder,Maple,Maple,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
976,106,1988,10.06,DarkOrange,Mahogany,Wenge,Rosewood,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
